"Function_name"	"Intercept_estimate"	"Intercept_stde"	"Intercept_tval"	"Intercept_pval"	"slope_estimate"	"slope_stde"	"slope_tval"	"slope_pval"	"Chisq"	"df"	"pval"	"adj.p"
"20"	"L_Arginine"	"4.87098485845346"	"0.690889026794037"	"7.05031440585546"	"1.39948931473658e-08"	"-1.33761275429512"	"0.835017479318716"	"-1.60189790923474"	"0.116855885564426"	"2.56607691161064"	"1"	"0.109178186921298"	"0.471813259157741"
"21"	"L_Asparagine"	"4.78031394050253"	"0.669765256136957"	"7.13729757807118"	"1.05548875735352e-08"	"-1.15893825768401"	"0.764551019493117"	"-1.5158416222535"	"0.137232075733937"	"2.2977758237561"	"1"	"0.129559404609227"	"0.471813259157741"
"22"	"L_phenylalanine"	"3.94685974332877"	"0.589733875604103"	"6.69261154327575"	"4.48451610270093e-08"	"-0.206884942500413"	"0.857296978027673"	"-0.241322374629594"	"0.810508110547659"	"0.0582364884968778"	"1"	"0.809305270805869"	"0.903170578165127"
"23"	"L_serine"	"4.68591910445054"	"0.661100220373208"	"7.08806162824331"	"1.23816156589341e-08"	"-1.14670561421551"	"0.826013223651673"	"-1.38824123074702"	"0.172560992212185"	"1.92721371474601"	"1"	"0.165063601117146"	"0.471813259157741"
"24"	"L_threonine"	"3.87717303593364"	"0.561603561129022"	"6.90375436391313"	"2.25341451174453e-08"	"-0.120232311737191"	"0.989827633847204"	"-0.121467927976388"	"0.903913799965722"	"0.0147544575268933"	"1"	"0.903320416340187"	"0.931217931100899"
"25"	"N_acetyl_D_glucosamine"	"4.74286950525641"	"0.678547100669519"	"6.98974249624919"	"1.70374019104053e-08"	"-1.27324214813575"	"0.886210982124022"	"-1.43672576149317"	"0.158383501187422"	"2.06418091373816"	"1"	"0.150795931993573"	"0.471813259157741"
"26"	"Phenylethyl_amine"	"4.65355689957958"	"0.786554887501705"	"5.91637910274825"	"5.68970179171562e-07"	"-0.843966521854194"	"0.762511476133753"	"-1.1068246816867"	"0.274821555170399"	"1.22506087599086"	"1"	"0.268369734860412"	"0.597555108444072"
"27"	"Putrescine"	"4.51471148604519"	"0.779226311842967"	"5.79383860302065"	"8.49748982961761e-07"	"-0.864964459994701"	"0.926639541730814"	"-0.933442208152575"	"0.356056634995784"	"0.871314355960766"	"1"	"0.350591696206418"	"0.609790906752867"
"28"	"Pyruvic_acid_methyl_esther"	"4.29134090433463"	"0.575467841018887"	"7.457134175798"	"3.75745466226829e-09"	"-0.808796473134466"	"0.908381595088051"	"-0.890370828193704"	"0.37846187084181"	"0.792760211698346"	"1"	"0.373266800953534"	"0.609790906752867"
"29"	"Tween40"	"4.24666325333136"	"0.509255592371821"	"8.33896243250434"	"2.27944708236044e-10"	"-0.752553940150405"	"0.807788513550908"	"-0.931622482278559"	"0.356985345767538"	"0.867920449486879"	"1"	"0.351531660126825"	"0.609790906752867"
"30"	"Tween80"	"4.42653988852578"	"0.439240630879072"	"10.0777104332692"	"1.16855268308337e-12"	"-1.16837354322022"	"0.741010135290954"	"-1.57673085370345"	"0.122543047216189"	"2.48608018502043"	"1"	"0.11485746788122"	"0.471813259157741"
"31"	"two_hydroxy_benzoic_Acid"	"3.94520271611461"	"0.242231621844888"	"16.2869021231295"	"1.65839149230693e-19"	"-0.82011694851897"	"0.773687163229715"	"-1.0600110580812"	"0.295344426577511"	"1.12362344325443"	"1"	"0.28913956860197"	"0.597555108444072"
